Starting new measurement at 08.May.2019 - 12:47:26
Time, Eurotherm2416, Keithley2000
13961.656,39.3,11.8713022
13976.954,39.4,11.8770724
13991.743,39.2,11.9381162
14006.531,39.3,11.891742
14021.843,39.2,11.8860892
14036.631,39.2,11.9120549
14051.929,39.0,11.9458253
14066.728,39.0,11.9470108
14082.026,39.1,11.9773745
14096.815,39.0,11.99335
14111.603,39.0,12.0485838
14126.902,39.0,11.9379357
14141.69,38.9,11.9747625
14156.999,38.9,12.0011435
14171.787,38.9,12.0446367
14187.085,38.8,11.9625376
14201.874,38.7,12.0391789
14216.662,38.8,12.0170275
14231.957,38.9,12.0189089
14246.746,38.7,12.0133148
14262.044,38.7,12.0212576
14276.833,38.7,12.01364
14292.131,38.8,11.9795114
14306.92,38.6,11.9796382
14321.708,38.6,12.0392413
14337.007,38.5,12.0654935
14351.795,38.6,12.1026904
14367.093,38.6,12.034866
14381.882,38.5,12.0869086
14397.18,38.5,12.114949
14411.969,38.5,12.1091169
14427.267,38.5,12.1613058
14442.056,38.3,12.2027917
14456.844,38.3,12.1609034
14472.143,38.3,12.1782141
14486.931,38.4,12.1590514
14502.23,38.3,12.1836427
14517.018,38.2,12.1282726
14532.316,38.3,12.1227795
14547.105,38.3,12.1386236
14562.403,38.3,12.1341148
14577.192,38.1,12.1394889
14591.98,38.0,12.1477729
14607.279,38.1,12.1587086
14622.067,38.0,12.1768802
14637.366,38.0,12.2790406
14652.154,38.0,12.2411995
14667.453,38.1,12.1925211
14682.241,38.0,12.2490742
14697.03,37.9,12.1360237
14712.328,37.8,12.2388705
14727.117,37.9,12.2952253
14742.415,37.9,12.2321677
14757.204,37.8,12.2139602
14772.502,37.8,12.228546
14787.29,37.7,12.187487
14802.589,37.8,12.2287125
14817.377,37.7,12.1800637
14832.166,37.7,12.2253035
14847.474,37.6,12.2704891
14862.264,37.5,12.2771731
14877.563,37.7,12.2499863
14892.351,37.5,12.2943178
14907.65,37.6,12.2636492
14922.438,37.5,12.2730458
14937.227,37.7,12.3179895
14952.525,37.5,12.3315161
14967.316,37.5,12.2871362
14982.615,37.4,12.2336847
14997.403,37.3,12.212796
15012.702,37.3,12.3041024
15027.49,37.3,12.2468992
15042.789,37.3,12.2240657
15057.577,37.2,12.3434652
15072.369,37.2,12.318275
15087.67,37.2,12.2342232
15102.459,37.2,12.2807912
15117.757,37.3,12.2624003
15132.546,37.2,12.3535599
15147.844,37.2,12.3391821
15162.632,37.2,12.3021876
15177.421,37.1,12.2726651
15192.719,37.2,12.3134806
15207.508,37.2,12.3480334
15222.806,37.1,12.367192
15237.595,36.9,12.3337705
15252.893,36.9,12.3275711
15267.682,36.9,12.3303655
15282.98,36.9,12.423775
15297.769,36.8,12.3425386
15312.557,36.8,12.4147582
15327.855,36.8,12.4304769
15342.644,36.9,12.4170439
15357.939,36.9,12.3536202
15372.727,36.7,12.4404796
15388.026,36.8,12.4473488
15402.814,36.8,12.4235127
15417.603,36.8,12.4579062
15432.901,36.7,12.4462277
15447.684,36.7,12.4951109
15462.983,36.7,12.4138032
15477.771,36.5,12.4769275
15493.07,36.5,12.404102
15507.858,36.5,12.4115178
15523.156,36.6,12.4349853
15537.944,36.5,12.4848181
15552.733,36.5,12.5107039
15568.031,36.4,12.4733066
15582.82,36.4,12.4473372
15598.118,36.4,12.5083477
15612.901,36.4,12.5015496
15628.2,36.4,12.5283433
15642.988,36.2,12.5197619
15657.777,36.2,12.5535785
15673.085,36.3,12.5644098
15687.87,36.3,12.4676346
15703.168,36.3,12.553473
15717.957,36.1,12.4950721
15733.255,36.1,12.5465679
15748.044,36.3,12.5577899
15763.345,36.2,12.5524513
15778.134,36.0,12.5681868
15792.922,36.3,12.6120827
15808.221,36.1,12.5930312
15823.009,36.0,12.5846989
15838.306,35.9,12.6346866
15853.094,36.0,12.5894591
15868.393,36.1,12.5689212
15883.181,36.0,12.5310306
15898.48,35.9,12.5944504
15913.265,36.0,12.5569156
15928.054,36.0,12.5837621
15943.352,35.8,12.6491337
15958.141,35.8,12.6671121
15973.439,35.8,12.6197785
15988.224,35.9,12.670643
16003.523,35.8,12.6053816
16018.311,35.7,12.6365922
16033.1,35.6,12.6334978
16048.398,35.7,12.6775169
16063.186,35.7,12.6503759
16078.485,35.7,12.6821754
16093.273,35.7,12.7101179
16108.572,35.7,12.7429516
16123.36,35.7,12.6933539
16138.659,35.5,12.7619057
16153.447,35.6,12.758255
16168.236,35.5,12.7696707
16183.534,35.5,12.6646651
16198.323,35.6,12.6975989
16213.621,35.4,12.685
16228.409,35.4,12.8022736
16243.708,35.4,12.7305521
16258.491,35.4,12.7554958
16273.789,35.4,12.7707152
16288.578,35.4,12.763971
16303.366,35.3,12.7440788
16318.665,35.3,12.750283
16333.453,35.3,12.7336046
16348.746,35.2,12.8249108
16363.545,35.2,12.7843853
16378.843,35.3,12.8105848
16393.632,35.4,12.7448933
16408.42,35.1,12.7989762
16423.719,35.1,12.8026267
16438.502,35.1,12.8012241
16453.801,35.2,12.8475655
16468.589,35.2,12.8339776
16483.888,35.1,12.820383
16498.676,34.9,12.8004398
16513.975,35.1,12.8409486
16528.764,35.1,12.8296019
16543.552,35.0,12.7924827
16558.851,35.0,12.7643687
16573.639,35.0,12.8182608
16588.938,35.0,12.8257967
16603.726,35.0,12.7732593
16619.018,35.0,12.8094576
16633.807,34.9,12.8440498
16648.595,34.9,12.8003725
16663.894,35.0,12.873426
16678.682,34.8,12.8444014
16693.981,34.8,12.8297475
16708.764,34.7,12.8072031
16724.063,34.7,12.8587007
16738.851,34.7,12.9165435
16754.15,34.6,12.8388401
16768.938,34.8,12.8609108
16783.729,34.8,12.9397778
16799.028,34.7,12.8292609
16813.816,34.6,12.8429228
16829.114,34.6,12.9333721
16843.903,34.6,12.9323246
16859.201,34.7,12.812494
16873.991,34.6,12.9308406
16888.78,34.6,12.8771057
16904.078,34.5,12.9146437
16918.867,34.6,12.899705
16934.165,34.5,12.8739987
16948.953,34.3,12.9027305
16964.25,34.4,12.9473255
16979.039,34.5,12.9242085
16994.337,34.4,12.9392348
17009.126,34.3,12.9402816
17023.914,34.3,12.8679994
17039.212,34.3,12.8679994
17054.011,34.3,12.8946944
17069.309,34.3,12.8499656
17084.098,34.3,12.8493303
17099.396,34.3,12.9018896
17114.185,34.2,12.9354163
17129.484,34.2,12.9279686
17144.272,34.2,12.9184374
17159.061,34.4,12.9725268
17174.359,34.2,12.9661412
17189.148,34.3,12.9311974
17204.446,34.2,12.9738845
17219.229,34.2,12.9881573
17234.528,34.2,12.9477485
17249.316,34.1,12.9711383
17264.104,34.0,12.9762862
17279.403,33.9,13.0086776
17294.191,34.0,12.9976176
17309.485,34.0,13.0075505
17324.274,34.0,12.9959826
17339.572,33.9,13.0040826
17354.361,34.0,13.0064869
17369.659,33.9,13.0382833
17384.448,34.0,13.052789
17399.232,33.9,13.0152047
17414.531,33.8,13.0179933
17429.319,33.9,13.0108507
17444.617,33.9,13.0484345
17459.406,33.9,13.0803062
17474.704,33.7,13.0055074
17489.493,33.9,12.9869172
17504.791,33.7,13.0394105
17519.58,33.7,12.9920673
17534.368,33.7,12.9847763
17549.661,33.7,12.9953014
17564.449,33.8,12.9273799
17579.748,33.6,13.0165673
17594.536,33.6,13.0325582
17609.835,33.6,12.9456234
17624.623,33.7,13.0254362
17639.412,33.7,12.9796678
17654.71,33.7,13.0003559
17669.498,33.6,12.9627671
17684.797,33.5,13.0438557
17699.585,33.5,12.973315
17714.883,33.5,13.0017674
17729.672,33.6,12.9896654
17744.97,33.4,13.0142255
17759.759,33.5,13.0763034
17774.547,33.4,13.0627782
17789.846,33.4,12.9676673
17804.634,33.4,13.0615667
17819.933,33.5,12.9927507
17834.721,33.3,12.9705669
17850.021,33.4,13.0142255
17864.809,33.3,12.9919198
17879.597,33.2,12.9792257
17894.896,33.4,13.0088279
17909.684,33.2,13.018885
17924.983,33.3,13.0098047
17939.771,33.3,12.9951524
17955.07,33.2,13.0073159
17969.858,33.2,13.0642657
17985.157,33.3,13.0885529
17999.944,33.2,13.0944009
18014.732,33.2,13.0727737
18030.031,33.2,13.0626299
18044.819,33.2,13.0258839
18060.118,33.1,13.0084429
18074.901,32.9,13.0493168
18090.199,33.1,13.0694543
18104.987,33.1,13.1386059
18120.286,33.1,12.9928126
18135.074,33.0,13.0370667
18149.861,32.9,13.072986
18165.16,32.9,13.0796847
18179.948,32.9,13.0974742
18195.246,33.0,13.0922953
18210.035,32.9,13.0841931
18225.333,32.9,13.0764604
18240.121,32.9,13.1213997
18254.91,33.0,13.0832784
18270.208,32.9,13.1107851
18284.997,32.9,13.077736
18300.295,32.9,13.0821513
18315.083,33.0,13.0901417
18330.382,32.9,13.0895853
18345.17,32.8,13.1123127
18360.469,32.8,13.0932738
18375.253,32.8,13.0862044
18390.041,32.8,13.0809692
18405.34,32.7,13.1204215
18420.128,32.8,13.1268737
18435.427,32.8,13.1417392
18450.214,32.7,13.1372308
18465.512,32.6,13.1721129
18480.301,32.7,13.1854821
18495.599,32.6,13.134097
18510.387,32.7,13.1656592
18525.172,32.5,13.1872324
18540.471,32.6,13.1606862
18555.259,32.5,13.1579168
18570.558,32.6,13.2035154
18585.346,32.7,13.1945904
18600.645,32.4,13.1450626
18615.433,32.5,13.1732337
18630.732,32.7,13.1745274
18645.52,32.5,13.1888633
18660.309,32.4,13.1774429
18675.61,32.4,13.2195092
18690.399,32.5,13.1621827
18705.697,32.4,13.1888633
18720.486,32.4,13.1596234
18735.784,32.5,13.22493
18750.567,32.3,13.159458
18765.356,32.3,13.2171905
18780.654,32.4,13.1652486
18795.443,32.4,13.2569641
18810.741,32.3,13.234426
18825.526,32.3,13.1797436
18840.824,32.3,13.2746724
18855.612,32.3,13.20356
18870.911,32.3,13.2535824
18885.699,32.2,13.2714673
18900.489,32.3,13.2293307
18915.787,32.3,13.2184885
18930.576,32.2,13.25198
18945.874,32.3,13.1802103
18960.663,32.1,13.2727515
18975.962,32.1,13.2362009
18990.751,32.2,13.2531071
19006.049,32.1,13.2104924
19020.838,32.0,13.2510504
19035.626,32.0,13.2591147
19050.935,32.1,13.2010917
19065.724,32.1,13.2431614
19081.022,32.1,13.2872482
19095.81,32.1,13.2602354
19111.109,32.1,13.2666321
19125.894,32.0,13.2769266
19141.193,31.9,13.2038348
19155.981,32.1,13.2125321
19170.77,32.0,13.2609967
19186.068,32.1,13.254391
19200.86,31.8,13.2572383
19216.159,32.0,13.3153129
19230.947,31.8,13.2381962
19246.246,32.1,13.2532815
19261.034,31.8,13.2632509
19275.818,31.9,13.3256081
19291.116,31.8,13.3649054
19305.905,31.9,13.2668475
19321.203,31.7,13.2903009
19335.992,31.8,13.3940216
19351.286,31.9,13.4096473
19366.074,31.9,13.2991666
19381.373,31.8,13.4044778
19396.161,31.8,13.2651391
19410.95,31.7,13.2812842
19426.249,31.8,13.3191215
19441.037,31.8,13.3344737
19456.336,31.7,13.3744481
19471.124,31.7,13.2993176
19486.423,31.7,13.3130228
19501.208,31.7,13.3593895
19515.996,31.6,13.2768208
19531.294,31.6,13.3412363
19546.083,31.7,13.3803458
19561.381,31.6,13.3601801
19576.171,31.6,13.346813
19591.469,31.5,13.3094613
19606.258,31.5,13.3133314
19621.556,31.6,13.3289895
19636.344,31.5,13.3490998
19651.136,31.6,13.3329136
19666.434,31.5,13.2936822
19681.222,31.5,13.3162889
19696.521,31.6,13.3252751
19711.309,31.5,13.3432738
19726.604,31.5,13.3592378
19741.393,31.3,13.3787039
19756.181,31.5,13.4078594
19771.48,31.4,13.4099304
19786.268,31.4,13.3635614
19801.561,31.5,13.3529294
19816.349,31.5,13.3695343
19831.647,31.5,13.3611872
19846.436,31.4,13.3542218
19861.734,31.2,13.3447358
19876.518,31.5,13.3423046
19891.306,31.4,13.3616439
19906.605,31.1,13.3748627
19921.393,31.4,13.3229407
19936.692,31.3,13.3837267
19951.481,31.3,13.4693771
19966.779,31.2,13.4054528
19981.575,31.3,13.3807714
19996.363,31.3,13.3366627
20011.662,31.3,13.4210426
20026.445,31.1,13.3792188
20041.753,31.2,13.4124024
20056.542,31.1,13.4051393
20071.84,31.3,13.4580311
20086.629,31.2,13.4591226
20101.929,31.1,13.4468376
20116.717,31.2,13.4759202
20131.504,31.1,13.4321868
20146.802,31.0,13.4428281
20161.591,31.1,13.5190989
20176.893,31.2,13.5283353
20191.682,31.1,13.4833823
20206.98,31.1,13.4492197
20221.767,31.1,13.4932419
20236.556,30.9,13.534902
20251.854,31.0,13.5465059
20266.653,31.1,13.5341067
20281.951,30.9,13.4730845
20296.74,31.1,13.5012189
20312.038,31.0,13.4912728
20326.822,30.8,13.4985253
20341.61,31.1,13.4695072
20356.909,31.0,13.452601
20371.697,30.9,13.4639376
20386.996,31.0,13.5305234
20401.784,30.9,13.579968
20417.082,30.9,13.5396539
20431.871,30.9,13.5348781
20447.169,30.7,13.5190989
20461.958,30.8,13.4860763
20476.741,30.7,13.5785399
20492.039,30.8,13.5790023
20506.828,30.8,13.5630552
20522.126,30.6,13.5520044
20536.915,30.9,13.5859717
20552.213,30.8,13.5495529
20567.001,30.8,13.5745465
20581.79,30.7,13.5782666
20597.088,30.7,13.6139395
20611.877,30.8,13.6226462
20627.174,30.7,13.6318739
20641.962,30.7,13.6713221
20657.261,30.6,13.5824362
20672.049,30.7,13.5463092
20687.348,30.6,13.563568
20702.131,30.5,13.6309016
20716.919,30.6,13.6014425
20732.218,30.7,13.6740356
20747.006,30.6,13.679367
20762.304,30.6,13.6688523
20777.092,30.5,13.7120595
20792.391,30.5,13.6453323
20807.179,30.6,13.6669688
20822.477,30.7,13.6682444
20837.266,30.5,13.6757636
20852.054,30.5,13.6838085
20867.353,30.5,13.7366261
20882.141,30.6,13.7533763
20897.439,30.4,13.6667469
20912.228,30.4,13.6746365
20927.526,30.5,13.711986
20942.324,30.4,13.6508207
20957.113,30.4,13.6665918
20972.411,30.4,13.7039508
20987.2,30.4,13.6648627
21002.497,30.6,13.7134883
21017.285,30.4,13.7381312
21032.584,30.3,13.7097954
21047.372,30.4,13.7094236
21062.671,30.4,13.6705053
21077.454,30.3,13.6771128
21092.242,30.4,13.6975518
21107.541,30.4,13.7165613
21122.329,30.2,13.7116211
21137.628,30.4,13.6637355
21152.42,30.3,13.6622386
21167.718,30.3,13.7461877
21182.507,30.3,13.7425801
21197.805,30.3,13.7073318
21212.593,30.3,13.7392584
21227.381,30.3,13.7355662
21242.68,30.1,13.7020606
21257.468,30.3,13.7819333
21272.767,30.3,13.650209
21287.555,30.3,13.7061949
21302.857,30.3,13.7186598
21317.646,30.2,13.7166668
21332.434,30.2,13.6926699
21347.733,30.3,13.6930429
21362.521,30.0,13.6688459
21377.82,30.1,13.7061949
21392.608,30.2,13.7277719
21407.907,30.2,13.7415129
21422.696,30.1,13.7298636
21437.995,30.1,13.731368
21452.783,30.1,13.7240724
21467.572,30.2,13.7075445
21482.87,30.0,13.7972782
21497.659,30.1,13.7764629
21512.957,30.2,13.7411338
21527.745,30.2,13.7443599
21543.044,30.1,13.7481266
21557.832,30.0,13.7669061
21572.621,30.1,13.7796815
21587.919,29.9,13.740979
21602.712,29.8,13.7456428
21618.01,30.0,13.7796815
21632.799,29.9,13.7221298
21648.097,29.8,13.745866
21662.888,30.0,13.8086028
21678.187,30.0,13.7524119
21692.975,29.9,13.74812
21707.764,30.0,13.7342161
21723.062,30.0,13.696118
21737.85,29.9,13.7229473
21753.149,29.8,13.6958998
21767.937,29.8,13.7082934
21783.236,29.9,13.6928922
21798.024,29.9,13.6970268
21812.813,29.8,13.6973963
21828.111,29.8,13.7539184
21842.895,29.9,13.7850942
21858.193,29.8,13.7588544
21872.981,29.8,13.7376038
21888.28,29.7,13.7693804
21903.067,29.8,13.7477409
21917.856,29.8,13.8067342
21933.154,29.8,13.6912365
21947.943,29.7,13.7618026
21963.239,29.7,13.7139315
21978.027,29.8,13.7199402
21993.326,29.7,13.7704452
22008.114,29.5,13.7471489
22023.408,29.6,13.7554743
22038.196,29.7,13.7543466
22052.985,29.7,13.731368
22068.283,29.7,13.7805824
22083.068,29.6,13.7402297
22098.366,29.7,13.764057
22113.155,29.7,13.8123701
22128.453,29.7,13.7730747
22143.239,29.7,13.7751727
22158.027,29.6,13.7639008
22173.326,29.7,13.789823
22188.114,29.5,13.7897556
22203.41,29.6,13.8101157
22218.199,29.5,13.7674386
22233.497,29.5,13.7859016
22248.286,29.5,13.7965248
22263.578,29.6,13.8204174
22278.367,29.5,13.8332342
22293.15,29.6,13.8041619
22308.449,29.6,13.8553608
22323.241,29.5,13.8497248
22338.539,29.4,13.7297078
22353.328,29.5,13.7774271
22368.626,29.4,13.8174625
22383.411,29.4,13.7977127
22398.2,29.4,13.8108516
22413.498,29.4,13.7469928
22428.287,29.5,13.7939508
22443.582,29.4,13.741297
22458.37,29.3,13.7984591
22473.669,29.4,13.7295519
22488.457,29.4,13.7826801
22503.248,29.5,13.7693116
22518.547,29.3,13.758108
22533.335,29.4,13.7494059
22548.634,29.3,13.7514409
22563.422,29.4,13.7368481
22578.721,29.4,13.796205
22593.509,29.4,13.7195641
22608.808,29.3,13.7657741
22623.59,29.4,13.8029674
22638.379,29.4,13.7535324
22653.677,29.3,13.796205
22668.466,29.3,13.7595482
22683.764,29.3,13.7548222
22698.553,29.2,13.8005566
22713.851,29.1,13.7997494
22728.639,29.1,13.7894426
22743.429,29.2,13.8411229
22758.727,29.4,13.7826801
22773.516,29.2,13.8155895
22788.814,29.1,13.7171543
22803.598,29.3,13.8256724
22818.896,29.3,13.7883121
22833.685,29.1,13.8279199
22848.473,29.1,13.7691553
22863.774,29.1,13.7941074
22878.563,29.3,13.7913262
22893.861,29.3,13.8281509
22908.65,29.1,13.8407137
22923.945,29.1,13.8065794
22938.733,29.3,13.806187
22954.032,29.1,13.8123701
22968.82,29.2,13.8275994
22983.609,29.1,13.8358771
22998.907,29.1,13.8164923
23013.695,29.0,13.8191399
23028.994,29.2,13.8097973
23043.781,29.0,13.8008699
23059.079,28.9,13.7704452
23073.868,29.1,13.8358095
23089.166,29.1,13.7965894
23103.958,29.0,13.8157517
23118.746,29.1,13.8597123
23134.045,29.0,13.8495676
23148.833,29.1,13.8284546
23164.134,29.0,13.8255154
23178.923,28.9,13.8086652
23194.221,28.9,13.806187
23209.01,29.0,13.7751099
23223.795,29.1,13.8222845
23239.093,29.0,13.7857451
23253.881,28.9,13.7931435
23269.18,28.8,13.8494022
23283.963,28.9,13.8052233
23299.261,28.9,13.8807353
23314.05,28.9,13.8296425
23328.838,28.9,13.8878197
23344.136,28.9,13.8290536
23358.928,29.0,13.8086028
23374.221,28.9,13.8285693
23389.009,28.9,13.8675319
23404.303,28.8,13.7970147
23419.091,28.9,13.7918598
23434.389,28.8,13.7691553
23449.178,28.8,13.7701241
23463.976,28.8,13.8687202
23479.276,28.8,13.7773641
23494.065,28.9,13.8501387
23509.363,28.9,13.8740407
23524.152,28.8,13.7984591
23539.45,28.9,13.8200979
23554.239,28.8,13.8450588
23569.027,28.9,13.8379066
23584.326,28.7,13.7954622
23599.114,28.8,13.8589971
23614.413,28.7,13.8918364
23629.201,28.9,13.9132691
23644.499,28.7,13.8394228
23659.289,28.7,13.8810571
23674.588,28.8,13.8897519
23689.376,28.7,13.8870869
23704.165,28.7,13.8790388
23719.464,28.6,13.9293642
23734.253,28.6,13.8888503
23749.551,28.7,13.8418409
23764.34,28.7,13.9134204
23779.641,28.7,13.9213022
23794.43,28.6,13.9804809
23809.218,28.8,13.9639622
23824.516,28.6,13.9473975
23839.305,28.7,14.0068083
23854.603,28.5,13.9520642
23869.392,28.6,13.9744475
23884.69,28.6,13.9081883
23899.479,28.7,13.9916008
23914.777,28.5,13.970724
23929.566,28.4,13.943858
23944.354,28.6,13.9538262
23959.655,28.6,13.8619667
23974.446,28.6,13.932249
23989.744,28.5,13.9408703
24004.533,28.5,13.92711
24019.827,28.5,13.9363616
24034.615,28.5,13.9607574
24049.404,28.5,13.9607465
24064.702,28.3,13.9029482
24079.487,28.5,13.9382159
24094.785,28.6,13.8707558
24109.574,28.4,13.8946554
24124.872,28.4,13.8965143
24139.656,28.4,13.9539949
24154.954,28.5,13.9200106
24169.742,28.4,13.921392
24184.531,28.4,13.9200172
24199.825,28.4,13.9484277
24214.612,28.6,13.896752
24229.911,28.3,13.9032767
24244.699,28.5,13.9581689
24259.993,28.4,13.9055988
24274.781,28.6,13.9772646
24290.08,28.5,13.9754776
24304.868,28.3,13.9044038
24319.657,28.3,13.9483596
24334.956,28.4,13.9964513
24349.744,28.4,13.9598742
24365.043,28.3,13.9442519
24379.827,28.2,14.0227303
24395.125,28.4,14.0317395
24409.913,28.3,14.0150159
24424.702,28.3,13.9686469
24439.997,28.3,14.0522164
24454.785,28.3,13.9504554
24470.084,28.3,13.9673612
24484.872,28.4,14.0150226
24500.166,28.3,13.9943286
24514.955,28.2,14.0092214
24529.743,28.3,13.9349929
24545.042,28.2,14.0116346
24559.829,28.3,14.0238734
24575.127,28.2,13.9643038
24589.915,28.2,13.9662342
24605.214,28.3,13.9358036
24620.002,28.3,13.9228419
24635.301,28.2,13.9853746
24650.089,28.2,13.9200106
24664.878,28.1,13.9857184
24680.18,28.2,13.9765364
24694.968,28.2,13.971851
24710.267,28.2,13.9748448
24725.055,28.1,14.0023
24740.357,28.2,14.0022316
24755.146,28.3,14.0218469
24770.444,28.2,13.9913538
24785.232,28.1,13.9380487
24800.015,28.4,14.0195309
24815.314,28.2,13.9842476
24830.102,28.2,14.0220284
24845.401,28.2,14.0240393
24860.184,28.1,14.038342
24875.482,28.1,14.0485094
24890.271,28.1,14.0439044
24905.059,28.0,14.0082386
24920.354,28.0,13.9902067
24935.142,28.1,14.0262934
24950.441,28.0,14.0806425
24965.229,28.0,14.019774
24980.527,28.2,14.0759472
24995.316,28.1,14.0169363
25010.614,28.1,14.0141447
25025.403,28.0,14.0342682
25040.191,28.0,13.9692155
25055.49,28.1,13.9810446
25070.278,28.1,13.9925426
25085.576,28.2,14.0509298
25100.365,28.0,14.0385253
25115.663,28.1,14.0646143
25130.452,27.9,14.0261342
25145.24,28.0,14.0272546
25160.535,27.9,13.9470577
25175.323,27.9,13.9958621
25190.622,28.0,13.9555239
25205.41,28.0,13.9990778
25220.706,28.0,14.0283816
25235.495,27.9,14.0186468
25250.793,28.0,14.0169296
25265.582,28.1,13.9857117
25280.37,27.8,14.0138955
25295.668,28.0,14.0135487
25310.457,27.8,14.0502628
25325.755,28.0,14.0308866
25340.547,27.9,14.0126026
25355.845,27.9,14.058653
25370.634,27.8,14.0259453
25385.932,27.8,14.0578451
25400.724,28.0,13.992322
25415.512,27.9,14.0262867
25430.811,27.9,13.9961029
25445.599,27.8,13.9587365
25460.901,28.1,14.004215
25475.689,27.9,14.0489037
25490.988,27.8,14.0317629
25505.776,27.7,14.0003705
25520.563,27.9,13.9666373
25535.861,27.9,13.9774858
25550.65,27.8,13.9416653
25565.948,27.8,14.0000459
25580.732,27.8,13.992322
25596.031,27.9,14.0070568
25610.819,27.9,14.0503744
25625.608,27.8,14.0146977
25640.904,27.6,14.0281993
25655.693,27.8,13.9923837
25670.991,27.8,14.0567247
25685.776,27.7,14.0251596
25701.077,27.7,14.0296747
25715.866,27.8,14.0172013
25731.164,27.7,14.0299187
25745.952,27.7,13.9936896
25760.744,27.6,13.9981163
25776.043,27.7,14.1048329
25790.831,27.6,14.0433591
25806.13,27.8,14.0022791
25820.917,27.7,14.0342449
25836.216,27.7,14.0622625
25851.004,27.8,14.0689562
25865.793,27.6,14.0960059
25881.104,27.8,14.0869681
25895.893,27.6,14.077813
25911.191,27.7,14.1059894
25925.979,27.7,14.1495688
25941.277,27.5,14.0972997
25956.065,27.5,14.0836149
25971.364,27.8,14.1499116
25986.152,27.5,14.0691226
26000.937,27.7,14.0883729
26016.246,27.6,14.1048624
26031.034,27.7,14.0939185
26046.333,27.7,14.058653
26061.118,27.6,14.0382133
26076.417,27.5,14.1196811
26091.205,27.8,14.1131709
26105.994,27.5,14.0426904
26121.302,27.6,14.09659
26136.091,27.5,14.100932
26151.389,27.6,14.1326539
26166.177,27.6,14.0661486
26181.472,27.5,14.0428498
26196.26,27.5,14.132333
26211.558,27.6,14.1074368
26226.347,27.5,14.0768457
26241.131,27.5,14.0657606
26256.429,27.6,14.1144583
26271.218,27.5,14.1196744
26286.516,27.5,14.1418623
26301.305,27.5,14.0834206
26316.601,27.6,14.0924647
26331.389,27.6,14.1024189
26346.178,27.4,14.0813607
26361.476,27.6,14.1334602
26376.261,27.5,14.1330388
26391.56,27.5,14.1153953
26406.343,27.4,14.0945303
26421.641,27.4,14.0869961
26436.429,27.4,14.1592247
26451.728,27.3,14.0980712
26466.516,27.4,14.1860106
26481.305,27.5,14.0973904
26496.602,27.4,14.1056076
26511.401,27.5,14.0896389
26526.699,27.5,14.1230624
26541.487,27.3,14.1492408
26556.781,27.4,14.180704
26571.57,27.5,14.1037353
26586.358,27.3,14.1397756
26601.657,27.4,14.1296576
26616.442,27.4,14.1706572
26631.74,27.4,14.1510385
26646.523,27.4,14.1629277
26661.821,27.3,14.1024189
26676.609,27.4,14.1148222
26691.911,27.3,14.1362275
26706.699,27.3,14.1465374
26721.488,27.4,14.1681385
26736.786,27.5,14.1426128
26751.573,27.5,14.1336207
26766.872,27.4,14.1223555
26781.66,27.3,14.1373545
26796.958,27.3,14.1198414
26811.75,27.5,14.1458335
26826.541,27.3,14.1591219
26841.839,27.4,14.128506
26856.628,27.3,14.2213804
26871.936,27.4,14.1555464
26886.72,27.3,14.1552048
26902.019,27.4,14.1317197
26916.807,27.3,14.1544597
26932.108,27.3,14.148624
26946.897,27.2,14.1682077
26961.685,27.2,14.0941688
26976.984,27.3,14.0977793
26991.767,27.2,14.1162999
27007.065,27.2,14.1935299
27021.854,27.2,14.1682077
27037.152,27.3,14.1581623
27051.944,27.3,14.1341341
27066.733,27.2,14.122804
27082.031,27.2,14.1691739
27096.819,27.3,14.1275639
27112.118,27.3,14.1420553
27126.908,27.3,14.1365805
27142.206,27.2,14.1520049
27156.995,27.2,14.1912755
27172.293,27.2,14.1064078
27187.083,27.3,14.0858623
27201.872,27.1,14.1146253
27217.17,27.2,14.1702385
27231.959,27.1,14.1681452
27247.254,27.2,14.1406134
27262.043,27.0,14.1531318
27277.341,27.3,14.1384814
27292.13,27.1,14.1502727
27307.425,27.3,14.1189436
27322.214,27.0,14.1090205
27337.002,27.2,14.1658567
27352.3,27.2,14.1713239
27367.089,27.2,14.1161329
27382.387,27.2,14.1713588
27397.176,27.2,14.1548434
27412.474,27.1,14.1670114
27427.258,27.2,14.2130285
27442.047,27.1,14.1623423
27457.345,27.1,14.1749077
27472.134,27.1,14.0991981
27487.431,27.1,14.1909465
27502.22,27.0,14.1668853
27517.518,27.1,14.1602218
27532.317,27.0,14.1993741
27547.612,27.1,14.2051329
27562.4,27.1,14.1956492
27577.189,27.2,14.171952
27592.487,27.1,14.1351325
27607.276,27.0,14.1911475
27622.574,27.1,14.2213417
27637.364,27.1,14.2028858
27652.663,27.2,14.1837564
27667.451,27.0,14.2044354
27682.24,27.1,14.1616398
27697.548,26.9,14.1852816
27712.336,27.1,14.21306
27727.635,26.9,14.2136583
27742.423,27.1,14.1963846
27757.722,27.0,14.2595427
27772.51,27.0,14.1645964
27787.808,27.0,14.2384498
27802.597,26.9,14.1919681
27817.385,26.9,14.2119329
27832.684,27.0,14.2388207
27847.472,26.9,14.2074941
27862.771,26.9,14.2692509
27877.559,26.9,14.257022
27892.857,27.1,14.1753336
27907.647,26.9,14.192934
27922.945,26.9,14.289869
27937.734,26.8,14.207754
27952.522,27.1,14.2808524
27967.821,26.9,14.1600882
27982.609,26.8,14.2044422
27997.908,26.9,14.2366947
