Starting new measurement at 08.May.2019 - 12:47:26
Time, Eurotherm2416, Keithley2000
28012.696,26.9,14.1998644
28028.004,27.0,14.2062976
28042.79,26.9,14.2917918
28057.579,26.9,14.1854427
28072.877,26.8,14.2343125
28087.666,26.9,14.2798318
28102.962,26.9,14.257457
28117.75,26.8,14.2943704
28133.049,26.9,14.2368898
28147.837,26.9,14.2350682
28163.139,26.9,14.2335086
28177.928,26.9,14.1835595
28192.716,26.9,14.2153141
28208.025,26.9,14.2197903
28222.817,26.9,14.2067446
28238.115,26.9,14.2481262
28252.904,26.8,14.1826004
28268.202,26.8,14.2279101
28282.994,26.9,14.1850153
28298.293,26.9,14.2247619
28313.081,26.8,14.2205829
28327.865,26.9,14.2547611
28343.163,26.7,14.191807
28357.952,26.8,14.1997032
28373.25,26.9,14.2463062
28388.04,26.8,14.291747
28403.339,26.9,14.2346425
28418.127,26.9,14.1684511
28432.916,26.8,14.2156746
28448.214,26.7,14.207754
28463.003,26.8,14.22788
28478.301,26.9,14.2190943
28493.09,26.8,14.2299262
28508.385,26.8,14.1779792
28523.173,26.8,14.1984082
28537.961,26.8,14.2356011
28553.26,26.8,14.1861716
28568.042,26.8,14.206249
28583.341,26.7,14.1953561
28598.129,26.7,14.1737806
28613.428,26.9,14.1896221
28628.21,26.7,14.2023795
28643.508,26.6,14.2141554
28658.297,26.8,14.1874303
28673.085,26.8,14.2143552
28688.384,26.8,14.2490846
28703.172,26.7,14.2029164
28718.471,26.7,14.2356011
28733.259,26.7,14.1927729
28748.551,26.7,14.2410409
28763.34,26.6,14.2484328
28778.128,26.7,14.2110366
28793.427,26.7,14.2074247
28808.211,26.7,14.231525
28823.509,26.7,14.2022506
28838.297,26.6,14.2029164
28853.596,26.6,14.2623524
28868.382,26.6,14.1937021
28883.681,26.7,14.1918137
28898.469,26.7,14.1875649
28913.258,26.7,14.2479988
28928.555,26.6,14.2412364
28943.343,26.6,14.2468717
28958.642,26.7,14.2389823
28973.43,26.7,14.2818803
28988.725,26.7,14.2795195
29003.513,26.7,14.2001803
29018.812,26.6,14.2211803
29033.6,26.6,14.3011397
29048.389,26.7,14.2505731
29063.687,26.7,14.2062599
29078.474,26.5,14.2288388
29093.772,26.6,14.219126
29108.555,26.5,14.2572467
29123.854,26.6,14.2801125
29138.642,26.6,14.2663556
29153.431,26.6,14.2111353
29168.729,26.5,14.2233649
29183.518,26.6,14.2207879
29198.816,26.5,14.2661936
29213.605,26.6,14.2273492
29228.91,26.5,14.2783857
29243.698,26.6,14.2673275
29258.997,26.5,14.2595077
29273.785,26.6,14.2755118
29288.574,26.5,14.2882154
29303.872,26.5,14.2497217
29318.661,26.5,14.2292775
29333.96,26.6,14.2233717
29348.752,26.4,14.2577766
29364.05,26.6,14.2038447
29378.839,26.5,14.2861191
29393.627,26.6,14.2447861
29408.925,26.7,14.2975509
29423.714,26.4,14.2192942
29439.012,26.6,14.242532
29453.801,26.6,14.2616922
29469.095,26.5,14.272794
29483.884,26.4,14.2523452
29499.182,26.4,14.2218759
29513.971,26.5,14.2017894
29528.761,26.6,14.2799572
29544.059,26.5,14.2819726
29558.848,26.6,14.2174068
29574.146,26.5,14.2051705
29588.93,26.5,14.2480056
29604.228,26.6,14.2580081
29619.017,26.5,14.1886921
29633.801,26.4,14.2149468
29649.1,26.6,14.214187
29663.888,26.6,14.176028
29679.187,26.5,14.2442542
29693.971,26.3,14.2203013
29709.27,26.5,14.2425252
29724.058,26.5,14.2540687
29739.357,26.4,14.2851582
29754.146,26.4,14.2519829
29768.935,26.4,14.2233717
29784.233,26.4,14.3328087
29799.021,26.4,14.2809589
29814.32,26.3,14.2367282
29829.108,26.4,14.2597434
29844.407,26.5,14.2422018
29859.195,26.5,14.2310929
29873.983,26.4,14.1916458
29889.282,26.4,14.2504215
29904.07,26.5,14.2804775
29919.368,26.5,14.2382481
29934.157,26.3,14.2412364
29949.455,26.3,14.2360338
29964.244,26.4,14.2072256
29979.538,26.3,14.2707087
29994.326,26.4,14.2624531
30009.115,26.4,14.2534306
30024.413,26.3,14.2369594
30039.197,26.4,14.3244287
30054.496,26.4,14.271667
30069.284,26.3,14.2662005
30084.583,26.2,14.261488
30099.385,26.4,14.2523452
30114.173,26.4,14.2232035
30129.482,26.3,14.2354395
30144.264,26.3,14.2412026
30159.563,26.4,14.2703349
30174.351,26.3,14.2658339
30189.647,26.4,14.3191728
30204.435,26.4,14.2948793
30219.224,26.3,14.2750048
30234.524,26.3,14.2616922
30249.326,26.3,14.3058803
30264.624,26.3,14.2618457
30279.414,26.4,14.2585774
30294.713,26.4,14.2281111
30309.501,26.3,14.2523452
30324.798,26.3,14.2189261
30339.586,26.3,14.2510175
30354.375,26.3,14.2784362
30369.676,26.2,14.2469413
30384.464,26.2,14.3139787
30399.763,26.2,14.2362022
30414.548,26.2,14.2718987
30429.847,26.3,14.2394221
30444.635,26.2,14.2816484
30459.42,26.2,14.2593959
30474.718,26.2,14.2773023
30489.507,26.2,14.2930811
30504.808,26.3,14.2611574
30519.598,26.4,14.3372276
30534.897,26.3,14.2711452
30549.687,26.2,14.2637844
30564.985,26.2,14.2927566
30579.773,26.4,14.3289843
30594.563,26.4,14.3347408
30609.861,26.3,14.2998434
30624.65,26.3,14.3422286
30639.948,26.3,14.2820424
30654.737,26.2,14.3160637
30670.035,26.2,14.311555
30684.823,26.3,14.2808524
30699.612,26.3,14.2597434
30714.913,26.3,14.2808524
30729.711,26.2,14.3373174
30745.01,26.2,14.3115157
30759.798,26.2,14.2402778
30775.097,26.3,14.3022668
30789.885,26.2,14.3568052
30804.674,26.1,14.3246387
30819.972,26.3,14.3543879
30834.76,26.3,14.3471799
30850.059,26.3,14.2819795
30864.847,26.2,14.3201305
30880.146,26.1,14.3272027
30894.934,26.2,14.3589035
30910.233,26.2,14.3200903
30925.021,26.1,14.3436359
30939.805,26.2,14.3469746
30955.103,26.1,14.3167094
30969.892,26.1,14.3336139
30985.19,26.2,14.3399041
30999.979,26.2,14.2899388
31015.277,26.2,14.3143327
31030.066,26.2,14.3061514
31044.854,26.2,14.3550693
31060.158,26.1,14.2642918
31074.946,26.2,14.3741846
31090.245,26.2,14.3548564
31105.035,26.2,14.3556849
31120.333,26.2,14.3149624
31135.122,26.0,14.3404175
31150.419,26.1,14.3800347
31165.208,26.3,14.3133681
31179.996,26.2,14.3131171
31195.29,26.1,14.3188409
31210.078,26.1,14.3045209
31225.377,26.1,14.3690412
31240.163,26.2,14.3194053
31255.462,26.1,14.3227166
31270.25,26.0,14.2703779
31285.039,26.1,14.3110745
31300.337,26.1,14.2914348
31315.126,26.3,14.2919609
31330.424,26.1,14.2998434
31345.222,26.2,14.3645394
31360.521,26.1,14.34589
31375.305,26.2,14.3420378
31390.604,26.1,14.3131591
31405.392,26.0,14.3526591
31420.181,26.1,14.3719752
31435.479,26.1,14.3776105
31450.268,26.0,14.3492216
31465.566,26.0,14.3697279
31480.352,26.0,14.4162192
31495.65,26.0,14.3565993
31510.439,25.9,14.3554021
31525.227,26.1,14.4051111
31540.526,26.1,14.3697279
31555.314,26.1,14.3849946
31570.612,26.1,14.3496038
31585.401,25.8,14.3496038
31600.696,26.1,14.3686642
31615.485,26.2,14.4024126
31630.783,26.0,14.4069209
31645.572,25.9,14.3776173
31660.363,26.0,14.3780587
31675.662,26.0,14.3201373
31690.446,26.0,14.409175
31705.745,25.9,14.3740661
31720.533,26.0,14.3798646
31735.832,25.9,14.3553024
31750.62,26.0,14.3791928
31765.918,26.0,14.4183551
31780.701,26.0,14.3559902
31795.489,25.9,14.4204456
31810.788,26.0,14.3697279
31825.572,25.9,14.3920988
31840.87,26.0,14.3896286
31855.659,26.0,14.3538992
31870.954,25.9,14.3577763
31885.743,26.0,14.3697211
31900.531,26.0,14.4181363
31915.838,25.8,14.3787375
31930.627,25.9,14.4296259
31945.925,26.0,14.4148034
31960.717,25.9,14.3933893
31976.016,25.9,14.3875449
31990.804,25.9,14.4383146
32005.594,26.0,14.3803199
32020.895,25.9,14.3647024
32035.683,26.0,14.3991949
32050.981,25.9,14.4070844
32065.77,26.0,14.4191479
32081.068,26.0,14.4206729
32095.857,25.9,14.3301113
32111.155,25.9,14.3406989
32125.944,26.0,14.3321546
32140.732,25.9,14.4246194
32156.031,25.9,14.3663399
32170.819,25.9,14.4091681
32186.121,25.9,14.3278573
32200.909,25.9,14.4186372
32216.207,26.0,14.3673299
32230.993,25.9,14.3821256
32245.783,25.9,14.3664101
32261.081,25.9,14.3585862
32275.87,25.9,14.3629587
32291.168,26.0,14.3922622
32305.956,25.9,14.447495
32321.255,25.9,14.3674228
32336.043,26.0,14.4062451
32350.832,25.9,14.4337995
32366.13,25.8,14.4035397
32380.919,25.8,14.4330082
32396.217,25.8,14.3866269
32411.006,25.9,14.423663
32426.304,25.8,14.4272715
32441.093,25.7,14.3854999
32456.391,25.8,14.3964436
32471.179,25.8,14.3710815
32485.968,25.9,14.4112586
32501.266,25.8,14.4090114
32516.055,25.9,14.4090114
32531.353,25.9,14.3990246
32546.136,25.9,14.3821256
32561.435,25.9,14.3738583
32576.223,25.9,14.4225291
32591.522,25.9,14.3716044
32606.31,25.9,14.4305966
32621.099,25.8,14.4428194
32636.397,25.7,14.4092385
32651.181,25.8,14.3956503
32666.479,25.8,14.4084455
32681.267,26.0,14.390015
32696.566,25.7,14.4587587
32711.348,25.7,14.400322
32726.137,25.8,14.4893607
32741.435,25.9,14.4532944
32756.218,25.7,14.3955503
32771.517,25.8,14.423146
32786.305,25.8,14.4676109
32801.603,25.9,14.4452409
32816.391,25.7,14.4354391
32831.69,25.8,14.4226928
32846.474,25.9,14.4353317
32861.263,25.9,14.4428228
32876.561,25.8,14.3911352
32891.352,25.9,14.4432097
32906.65,25.8,14.4437286
32921.438,25.8,14.3900081
32936.736,25.9,14.447495
32951.524,25.8,14.4373515
32966.313,25.7,14.4651926
32981.622,25.7,14.4159305
32996.411,25.8,14.4721191
33011.709,25.7,14.4195458
33026.492,25.7,14.4056234
33041.791,25.7,14.4529082
33056.579,25.7,14.3774023
33071.874,25.7,14.4330071
33086.663,25.7,14.4531303
33101.451,25.8,14.4107539
33116.746,25.8,14.4565752
33131.532,25.9,14.4078936
33146.831,25.8,14.4331266
33161.619,25.8,14.417517
33176.917,25.8,14.4226997
33191.705,25.7,14.472126
33207.001,25.6,14.4450195
33221.79,25.6,14.4727534
33236.578,25.8,14.4350973
33251.871,25.7,14.4340879
33266.66,25.8,14.4353811
33281.958,25.8,14.43375
33296.738,25.7,14.4418597
33312.036,25.8,14.4418528
33326.825,25.8,14.4911836
33341.615,25.6,14.3959771
33356.924,25.7,14.4181915
33371.712,25.8,14.454714
33387.013,25.9,14.4746082
33401.806,25.7,14.4480146
33417.104,25.7,14.4589297
33431.892,25.6,14.4508762
33447.19,25.8,14.4653568
33461.979,25.8,14.4499768
33476.762,25.7,14.4597285
33492.064,25.6,14.4545499
33506.853,25.8,14.4844629
33522.151,25.7,14.4484511
33536.939,25.7,14.430533
33552.238,25.6,14.4540933
33567.025,25.7,14.471227
33581.814,25.7,14.4289077
33597.112,25.6,14.4260809
33611.901,25.7,14.4505412
33627.199,25.7,14.471786
33641.989,25.7,14.4371309
33657.283,25.8,14.5168738
33672.071,25.6,14.4904877
33686.86,25.6,14.4172435
33702.163,25.7,14.4824338
33716.952,25.6,14.4612545
33732.25,25.6,14.466589
33747.033,25.6,14.5059304
33762.332,25.6,14.5047481
33777.12,25.7,14.4386424
33791.911,25.8,14.4709395
33807.21,25.7,14.4441069
33821.998,25.6,14.4466025
33837.297,25.6,14.4736524
33852.086,25.6,14.4937044
33867.384,25.6,14.5173657
33882.174,25.6,14.507002
33897.473,25.6,14.4924059
33912.258,25.7,14.4463679
33927.048,25.7,14.527809
33942.347,25.7,14.4362244
33957.135,25.6,14.4804679
33972.43,25.6,14.5059304
33987.218,25.8,14.4563474
34002.517,25.5,14.5260524
34017.304,25.6,14.4869421
34032.602,25.6,14.5118013
34047.39,25.5,14.5311333
34062.179,25.7,14.5469709
34077.477,25.7,14.5138198
34092.266,25.5,14.5405449
34107.567,25.6,14.5293692
34122.355,25.6,14.4910532
34137.653,25.5,14.4756645
34152.445,25.6,14.5501779
34167.233,25.6,14.4970856
34182.532,25.6,14.520589
34197.321,25.6,14.5374947
34212.62,25.4,14.4377429
34227.408,25.5,14.5117385
34242.706,25.6,14.5070575
34257.494,25.7,14.4442778
34272.793,25.6,14.5047102
34287.582,25.5,14.4817594
34302.371,25.6,14.5825695
34317.669,25.7,14.5169798
34332.453,25.5,14.5117373
34347.751,25.5,14.5658362
34362.539,25.6,14.4504834
34377.834,25.6,14.4770864
34392.622,25.5,14.4874023
34407.411,25.5,14.4565115
34422.711,25.6,14.4621587
34437.499,25.6,14.4948315
34452.798,25.5,14.5034183
34467.589,25.5,14.5027209
34482.888,25.5,14.4809711
34497.676,25.6,14.4763655
34512.461,25.7,14.4989418
34527.769,25.6,14.4090114
34542.558,25.4,14.495787
34557.858,25.6,14.470992
34572.656,25.5,14.4336426
34587.955,25.5,14.5524767
34602.745,25.5,14.5460088
34617.533,25.6,14.5493973
34632.832,25.6,14.5342785
34647.616,25.4,14.5388237
34662.915,25.4,14.5358711
34677.703,25.5,14.4840207
34693.001,25.5,14.4750033
34707.789,25.6,14.5602009
34723.098,25.5,14.4820377
34737.882,25.5,14.5227793
34752.671,25.5,14.4982126
34767.969,25.6,14.4820981
34782.76,25.4,14.5329795
34798.058,25.5,14.5027848
34812.847,25.5,14.4722903
34828.148,25.4,14.5358711
34842.937,25.6,14.5104456
34857.725,25.5,14.5455422
34873.022,25.5,14.4543211
34887.811,25.5,14.5579468
34903.109,25.4,14.470992
34917.9,25.5,14.5027139
34933.199,25.4,14.5022766
34947.987,25.4,14.5542282
34962.77,25.5,14.5048034
34978.079,25.5,14.5171446
34992.867,25.4,14.4684094
35008.166,25.4,14.4923516
35022.954,25.4,14.548593
35038.253,25.4,14.5455491
35053.041,25.5,14.5273443
35068.34,25.5,14.5970554
35083.128,25.5,14.5347439
35097.914,25.5,14.6068836
35113.213,25.3,14.5859507
35128.001,25.4,14.5342716
35143.296,25.5,14.5785386
35158.084,25.5,14.5401499
35173.383,25.4,14.5437614
35188.165,25.4,14.5958586
35203.46,25.5,14.5658685
35218.248,25.5,14.6075374
35233.037,25.3,14.5953054
35248.345,25.5,14.5940126
35263.132,25.4,14.5250902
35278.425,25.4,14.5895044
35293.214,25.5,14.6271729
35308.512,25.4,14.6006023
35323.298,25.3,14.6084706
35338.597,25.3,14.6032662
35353.385,25.4,14.577509
35368.176,25.3,14.5680903
35383.475,25.4,14.6154268
35398.263,25.4,14.607845
35413.564,25.4,14.5461151
35428.352,25.4,14.6303161
35443.651,25.3,14.6097915
35458.44,25.4,14.5767719
35473.229,25.4,14.5894974
35488.527,25.5,14.5927843
35503.31,25.4,14.658493
35518.609,25.4,14.5914272
35533.397,25.4,14.6388555
35548.699,25.4,14.6220161
35563.487,25.3,14.6051105
35578.276,25.3,14.5465041
35593.575,25.5,14.6605737
35608.364,25.5,14.6204028
35623.662,25.4,14.6997823
35638.45,25.3,14.6379609
35653.748,25.5,14.633936
35668.537,25.5,14.6871408
35683.833,25.5,14.6443908
35698.621,25.2,14.6617078
35713.41,25.4,14.6453293
35728.703,25.3,14.6099265
35743.491,25.4,14.6514649
35758.789,25.4,14.5724261
35773.581,25.4,14.6413472
35788.879,25.4,14.6626614
35803.668,25.4,14.6621156
35818.46,25.3,14.6097915
35833.758,25.4,14.6672715
35848.546,25.2,14.6489705
35863.842,25.3,14.7033374
35878.63,25.3,14.6336258
35893.939,25.4,14.6551861
35908.727,25.4,14.7043858
35924.026,25.3,14.6774797
35938.814,25.4,14.6223252
35953.603,25.5,14.7076716
35968.901,25.3,14.6819162
35983.69,25.3,14.6612265
35998.992,25.3,14.6256348
36013.78,25.3,14.7042905
36029.079,25.3,14.6480098
36043.867,25.3,14.6344206
36058.655,25.3,14.683532
36073.954,25.4,14.6944877
36088.739,25.3,14.6107457
36104.037,25.3,14.7065445
36118.826,25.2,14.6357853
36134.121,25.4,14.6926389
36148.909,25.3,14.6323326
36164.208,25.3,14.6507698
36179.0,25.2,14.5872503
36193.789,25.4,14.6086644
36209.087,25.2,14.6827099
36223.876,25.3,14.6264591
36239.174,25.2,14.6558345
36253.962,25.3,14.7014001
36269.265,25.4,14.687797
36284.053,25.3,14.6637168
36298.841,25.3,14.6687051
36314.138,25.3,14.6641964
36328.926,25.3,14.7134809
36344.225,25.3,14.6793758
36359.008,25.2,14.6033293
36374.306,25.3,14.6555865
36389.095,25.3,14.7009093
36404.394,25.4,14.7099257
36419.182,25.2,14.6620407
36433.971,25.3,14.6360242
36449.268,25.2,14.6326357
36464.057,25.2,14.6659709
36479.355,25.3,14.6381986
36494.143,25.3,14.691893
36509.441,25.3,14.7044644
36524.23,25.3,14.6009408
36539.016,25.4,14.6706526
36554.314,25.3,14.708323
36569.103,25.2,14.6234591
36584.397,25.3,14.7078456
36599.185,25.3,14.6233162
36614.483,25.2,14.6803862
36629.275,25.2,14.6436678
36644.573,25.2,14.6526197
36659.362,25.3,14.6168553
36674.146,25.3,14.6704791
36689.445,25.3,14.6377948
36704.228,25.1,14.6762879
36719.525,25.4,14.6777225
36734.313,25.3,14.6804558
36749.611,25.3,14.6305545
36764.396,25.2,14.6578474
36779.184,25.2,14.6616362
36794.483,25.3,14.627586
36809.268,25.2,14.6740268
36824.566,25.2,14.6724906
36839.355,25.2,14.5725985
36854.656,25.2,14.6502445
36869.445,25.3,14.6035664
36884.233,25.2,14.6206583
36899.534,25.2,14.6129998
36914.322,25.2,14.6312056
36929.621,25.2,14.6142997
36944.41,25.4,14.5817476
36959.709,25.3,14.6321595
36974.497,25.2,14.6749181
36989.796,25.2,14.6279905
37004.585,25.3,14.6278235
37019.373,25.2,14.6039834
37034.671,25.2,14.6185704
37049.46,25.4,14.5776691
37064.758,25.2,14.6150879
37079.544,25.1,14.6020678
37094.843,25.2,14.5273513
37109.631,25.3,14.6451492
37124.417,25.3,14.6524464
37139.715,25.2,14.62849
37154.504,25.2,14.6188724
37169.797,25.2,14.6019021
37184.588,25.3,14.6592156
37199.887,25.1,14.6303884
37214.673,25.2,14.6224982
37229.972,25.2,14.5959284
37244.76,25.2,14.5724365
37259.55,25.1,14.6414207
37274.848,25.1,14.6095548
37289.637,25.2,14.6170283
37304.935,25.3,14.6120456
37319.724,25.1,14.6824696
37335.022,25.2,14.5647091
37349.812,25.2,14.6058353
37364.601,25.2,14.6785421
37379.899,25.2,14.5864314
37394.688,25.3,14.5992395
37409.986,25.0,14.5728352
37424.775,25.2,14.5401499
37440.069,25.2,14.5870777
37454.858,25.2,14.5861875
37470.156,25.2,14.5812839
37484.947,25.1,14.6258793
37499.736,25.3,14.5656708
37515.034,25.1,14.6274104
37529.818,25.1,14.5904589
37545.117,25.2,14.6035734
37559.905,25.2,14.5996479
37575.2,25.2,14.6208961
37589.989,25.3,14.5737256
37604.777,25.1,14.6089016
37620.077,25.0,14.6285469
37634.865,25.2,14.6039904
37650.164,25.2,14.5906315
37664.948,25.1,14.6071706
37680.246,25.2,14.6452078
37695.035,25.3,14.6046293
37709.82,25.1,14.6412474
37725.118,25.2,14.5769343
37739.907,25.1,14.5861875
37755.208,25.2,14.5908684
37769.996,25.1,14.5947387
37785.295,25.1,14.5942496
37800.078,25.1,14.6254043
37815.376,25.1,14.6076087
37830.165,25.2,14.6429517
37844.948,25.2,14.579127
37860.246,25.1,14.6143641
37875.035,25.0,14.6073715
37890.329,25.2,14.5500573
37905.117,25.1,14.6073715
37920.416,25.1,14.6253973
37935.199,25.1,14.6272469
37949.988,25.3,14.6089652
37965.286,25.2,14.6354677
37980.069,25.3,14.5874159
37995.362,25.0,14.6353745
38010.151,25.0,14.6121808
38025.445,25.1,14.587087
38040.233,25.1,14.6256348
38055.531,25.0,14.6266974
38070.316,25.0,14.5488293
38085.105,25.1,14.6303884
38100.403,25.1,14.5688796
38115.19,25.0,14.5809584
38130.489,24.9,14.6288499
38145.277,25.1,14.6219512
38160.574,25.0,14.6032662
38175.362,25.0,14.6555905
38190.151,25.0,14.6093889
38205.452,25.2,14.6095242
38220.24,25.1,14.6526843
38235.538,25.2,14.5915859
38250.328,25.1,14.6524534
38265.627,25.1,14.6366747
38280.415,25.0,14.6207744
38295.711,25.1,14.6159011
38310.499,25.1,14.6469821
38325.287,25.1,14.5931918
38340.584,25.0,14.6242702
38355.37,25.1,14.5419959
38370.669,25.1,14.5631843
38385.455,25.0,14.569946
38400.754,25.1,14.6263575
38415.542,25.1,14.6256418
38430.331,25.1,14.6334597
38445.629,25.1,14.6181554
38460.418,25.1,14.6621817
38475.711,25.3,14.6244432
38490.5,25.1,14.605016
38505.798,25.1,14.5627582
38520.589,25.1,14.6271729
38535.376,25.2,14.614537
38550.684,25.1,14.5667979
38565.473,25.1,14.6357138
38580.771,25.1,14.5895044
38595.556,25.1,14.5500573
38610.855,25.1,14.5972211
38625.643,25.0,14.6786138
38640.431,24.9,14.6306277
38655.73,25.0,14.6176809
38670.518,25.2,14.5789615
38685.812,25.1,14.5972281
38700.601,25.0,14.5847293
38715.893,25.1,14.5930191
38730.679,25.0,14.6303161
38745.978,25.1,14.6038246
38760.766,25.0,14.648176
38775.556,25.1,14.6327072
38790.855,24.9,14.6269999
38805.643,25.0,14.6098629
38820.938,25.1,14.5787041
38835.727,25.0,14.5622227
38851.025,25.0,14.5749169
38865.814,24.9,14.5511775
38881.112,25.0,14.5621216
38895.901,25.2,14.5929569
38910.685,25.0,14.5837036
38925.984,25.0,14.5271794
38940.772,25.1,14.6398827
38956.066,25.0,14.6165538
38970.855,24.9,14.5863601
38986.153,25.0,14.5983482
39000.942,25.0,14.5915878
39015.731,25.0,14.6182385
39031.029,25.1,14.6140626
39045.813,25.0,14.5825791
39061.111,25.0,14.6411095
39075.9,25.1,14.6161882
39091.193,25.1,14.5886761
39105.982,25.0,14.5686306
39121.29,25.0,14.629189
39136.082,25.2,14.5631843
39150.871,25.0,14.6087358
39166.169,25.2,14.5968897
39180.952,25.0,14.614601
39196.254,24.9,14.5579468
39211.042,25.0,14.5850605
39226.342,25.0,14.582411
39241.131,25.0,14.6032662
39255.919,25.0,14.6672715
39271.217,25.0,14.6265313
39286.006,25.1,14.6175149
39301.304,25.0,14.5872503
39316.095,25.0,14.5861875
39331.394,24.8,14.59384
39346.182,25.0,14.6285376
39361.484,25.1,14.6344206
39376.273,25.1,14.593847
39391.061,24.9,14.6466298
39406.359,24.9,14.6373891
39421.148,25.0,14.6402221
39436.449,24.9,14.6157352
39451.238,24.9,14.6148507
39466.536,25.0,14.6026906
39481.322,25.1,14.6529318
39496.11,24.9,14.5906958
39511.409,25.2,14.6332866
39526.199,24.9,14.5961011
39541.498,25.0,14.5928856
39556.286,25.0,14.6316093
39571.581,25.1,14.6579152
39586.37,25.0,14.577074
39601.158,24.9,14.64343
39616.456,25.0,14.5936743
39631.245,25.0,14.5537408
39646.543,24.9,14.6287784
39661.338,24.9,14.6028633
39676.636,24.9,14.6270069
39691.425,25.2,14.6383285
39706.723,25.3,14.5672599
39721.512,25.1,14.6096256
39736.3,25.1,14.5992464
39751.599,25.1,14.63489
39766.388,25.1,14.619769
39781.689,25.1,14.6752256
39796.478,25.0,14.6175149
39811.776,25.0,14.6114699
39826.562,25.0,14.6062375
39841.35,25.0,14.6807962
39856.649,25.1,14.6334597
39871.438,25.0,14.6579222
39886.737,25.0,14.5928856
39901.525,25.0,14.5849962
39916.824,25.0,14.6875585
39931.613,24.9,14.5893318
39946.911,25.1,14.5953767
39961.699,25.0,14.6535804
39976.487,25.0,14.6484231
39991.786,24.9,14.6055906
40006.574,24.9,14.5848236
40021.873,25.0,14.6131726
40036.661,25.1,14.5902952
40051.96,25.1,14.5994822
40066.748,25.1,14.6389933
40081.54,24.9,14.6622334
40096.838,25.1,14.5997123
40111.626,25.0,14.6223252
40126.927,24.9,14.5408689
40141.715,25.1,14.5916642
40157.014,25.0,14.6068836
40171.798,25.1,14.6220161
40187.096,25.0,14.5883704
40201.885,25.0,14.5940126
40216.673,25.1,14.5933574
40231.972,25.0,14.5867465
40246.76,24.9,14.5557638
40262.052,25.0,14.5431286
40276.841,25.0,14.6105798
40292.134,25.0,14.6076087
40306.923,24.9,14.5934287
40322.221,25.0,14.6096186
40337.005,24.8,14.6180772
40351.793,25.0,14.5393466
40367.091,25.0,14.600775
40381.874,24.9,14.5667305
40397.175,25.0,14.6188079
40411.963,25.1,14.5939183
40427.256,25.0,14.6578474
40442.045,25.2,14.5870157
40456.833,25.0,14.6252382
40472.133,25.0,14.5499914
40486.921,25.0,14.6345868
40502.22,25.2,14.5841059
40517.008,24.9,14.5804879
40532.307,25.1,14.5837036
40547.095,25.1,14.600775
40562.394,25.2,14.5978662
40577.182,25.1,14.5713703
40591.971,25.0,14.6089016
40607.264,25.1,14.5866441
40622.053,25.1,14.5845962
40637.351,25.0,14.583531
40652.14,24.8,14.5466692
40667.438,24.9,14.5771068
40682.224,25.2,14.6171116
40697.012,25.0,14.5614657
40712.311,25.0,14.6142999
40727.097,24.9,14.5773435
40742.395,24.9,14.6345868
40757.184,25.0,14.6424762
40772.479,25.0,14.5984195
40787.268,25.1,14.5562246
40802.566,25.1,14.613244
40817.349,25.0,14.5583484
40832.138,25.1,14.5252551
40847.436,25.1,14.578789
40862.222,25.0,14.5635127
40877.521,25.1,14.5833037
40892.309,25.0,14.5961011
40907.608,24.8,14.5472071
40922.397,25.0,14.6116296
40937.695,25.0,14.594974
40952.48,25.0,14.5970624
40967.269,25.1,14.6038246
40982.567,25.0,14.5440849
40997.351,24.9,14.5927148
41012.649,25.0,14.5780683
41027.438,25.1,14.6163809
41042.736,25.0,14.6073722
41057.524,25.0,14.6089721
41072.315,24.9,14.5388578
41087.614,25.0,14.5908614
41102.402,25.1,14.5724261
41117.7,25.1,14.5962668
41132.488,25.0,14.5647733
41147.787,25.3,14.6626614
41162.57,25.0,14.5523826
41177.868,25.1,14.5339416
41192.657,25.1,14.6303161
41207.445,25.2,14.5428925
41222.744,25.1,14.5915235
41237.531,25.2,14.6105024
41252.833,25.1,14.6119745
41267.622,25.1,14.5762164
41282.922,25.0,14.5611669
41297.71,25.0,14.5634167
41312.499,25.0,14.5886761
41327.8,25.1,14.5882117
41342.588,24.9,14.5442569
41357.887,25.0,14.5818518
41372.683,24.9,14.5769413
41387.981,25.1,14.5485341
41402.77,25.0,14.6064103
41418.064,25.1,14.5524415
41432.852,24.9,14.6066405
41447.636,25.0,14.5115098
41462.934,25.0,14.5487634
41477.718,25.1,14.5629235
41493.016,25.0,14.5532664
41507.807,24.9,14.5602651
41523.106,25.0,14.5733268
41537.894,25.0,14.5549322
41552.682,25.0,14.5217091
41567.981,24.9,14.6041562
41582.769,25.0,14.5656639
41598.068,25.0,14.5948083
41612.856,24.9,14.4965849
41628.153,25.0,14.5368333
41642.942,25.0,14.605016
41657.73,25.0,14.58892
41673.029,25.0,14.6100287
41687.817,24.9,14.5267313
41703.115,25.0,14.6580886
41717.9,24.9,14.6102652
41733.198,25.0,14.5455491
41747.987,24.9,14.5570561
41763.285,24.9,14.6003734
41778.074,25.0,14.5479329
41792.862,25.0,14.6027619
41808.171,25.1,14.5580109
41822.959,25.0,14.5374938
41838.257,25.0,14.593847
41853.046,25.1,14.5408689
41868.344,25.0,14.5728352
41883.133,24.9,14.5239632
41898.426,24.9,14.5562505
41913.214,25.1,14.5307964
41928.003,25.1,14.5266888
41943.303,25.0,14.5408106
41958.095,25.0,14.5274153
41973.393,25.0,14.5537339
41988.185,25.0,14.4952926
42003.484,25.0,14.5855881
42018.272,24.9,14.5740229
42033.056,24.9,14.5524537
